1.196598,0.225926,0.043701,0.05289,0.014213,0.061966,0.111308,0.083723,0.040281,0.049979,0.027447,0.018738,0.002594,0.000977,8.26E-66,6.40E-120
0.282699,2.864956,0.172384,0.021489,0.019765,0.055209,0.071613,0.069627,0.069791,0.052285,0.045731,0.014455,0.005967,0.001456,0.000348,8.09E-39
0.002531,0.669249,4.203114,0.146998,0.013543,0.046052,0.046587,0.076348,0.082423,0.068024,0.049469,0.025248,0.006748,0.000777,4.94E-25,0.000182
0.016961,0.032312,1.473099,5.713094,0.061256,0.05755,0.063775,0.092256,0.080418,0.099895,0.057089,0.034197,0.008058,0.00119,6.22E-33,1.71E-70
0.019104,0.015804,0.006712,0.62649,0.309994,0.036265,0.024286,0.030416,0.020078,0.02573,0.014141,0.010145,0.000795,0.001281,0.000177,1.22E-47
0.019996,0.076942,0.025841,0.14717,0.200874,0.121817,0.021217,0.028723,0.035407,0.032499,0.008804,0.014496,0.004985,0.002478,0.000463,0.001286
0.039211,0.255727,0.180922,0.126901,0.036591,0.066408,0.06015,0.042655,0.048201,0.026298,0.022317,0.003435,0.006354,0.00046,1.65E-48,3.11E-55
0.067382,0.155304,0.121709,0.068093,0.014679,0.043693,0.060734,0.046395,0.053654,0.026937,0.004153,0.009758,0.000678,0.002176,1.80E-123,9.70E-67
0.022371,0.092437,0.078525,0.34866,0.00731,0.022705,0.022211,0.030726,0.068621,0.025688,0.029791,0.00838,0.006961,0.000506,4.81E-68,2.40E-92
0.19659,0.219297,0.152141,0.599132,0.005527,0.029621,0.056908,0.050338,0.048948,0.03093,0.039499,0.018181,0.004367,0.00182,6.20E-134,3.28E-72
0.050031,0.374827,0.501723,0.591157,0.005738,0.015625,0.043433,0.043852,0.056886,0.081589,0.042829,0.022783,0.006275,9.72E-24,1.20E-117,5.65E-78
0.155345,0.356562,0.329212,0.40961,0.006674,0.060494,0.023441,0.040162,0.05252,0.039769,0.035848,0.039754,0.012004,1.23E-31,0.000783,0.000763
0.073594,0.074624,0.040215,0.205234,0.014413,0.001974,0.018157,0.051392,0.011647,0.019144,0.015367,0.0078,0.025815,0.011808,4.43E-67,2.12E-37
0.002107,0.028442,0.011313,8.40E-32,0.00201,0.001977,0.01278,0.005629,0.005733,0.009357,0.002131,0.016193,0.00863,0.017682,0.011125,3.50E-126
1.28E-28,5.11E-26,1.93E-40,0.007614,2.64E-22,1.70E-24,1.26E-26,0.007624,0.007854,0.021168,0.035244,0.021453,0.007744,0.008014,0.007913,0.021383
2.82E-94,0.021144,8.47E-42,0.021287,4.90E-36,0.007595,9.78E-69,2.23E-60,1.44E-48,8.57E-60,4.70E-42,1.60E-46,2.21E-83,8.90E-107,1.02E-80,6.60E-113
