"","s","alpha_U","gamma_c","gamma_l","loss","w","U_I","U_R","U_D","U_I.1","U_R.1","U_I.2","U_R.2","U_I.3","U_R.3","U_I.4","U_R.4","U_I.5","U_R.5","U_I.6","U_R.6","U_I.7","U_R.7","U_I.8","U_R.8","U_I.9","U_R.9","U_I.10","U_R.10","U_I.11","U_R.11","U_I.12","U_R.12","U_I.13","U_R.13","U_I.14","U_R.14","U_I.15","U_R.15","U_I.16","U_R.16","U_I.17","U_R.17","U_I.18","U_R.18","U_I.19","U_R.19","U_I.20","U_R.20","U_I.21","U_R.21","U_I.22","U_R.22","U_I.23","U_R.23","U_I.24","U_R.24","U_I.25","U_R.25","U_I.26","U_R.26","U_I.27","U_R.27","U_I.28","U_R.28","U_I.29","U_R.29","U_I.30","U_R.30","U_I.31","U_R.31","U_I.32","U_R.32","U_I.33","U_R.33","U_I.34","U_R.34","U_I.35","U_R.35","U_I.36","U_R.36","U_I.37","U_R.37","U_I.38","U_R.38","U_I.39","U_R.39","U_I.40","U_R.40","U_I.41","U_R.41","U_I.42","U_R.42","U_I.43","U_R.43","U_I.44","U_R.44","U_I.45","U_R.45","U_I.46","U_R.46","U_I.47","U_R.47","U_I.48","U_R.48","U_I.49","U_R.49","U_I.50","U_R.50","U_I.51","U_R.51","U_I.52","U_R.52","U_I.53","U_R.53","U_I.54","U_R.54","U_I.55","U_R.55","U_I.56","U_R.56","U_I.57","U_R.57","U_I.58","U_R.58","U_I.59","U_R.59","U_I.60","U_R.60","U_I.61","U_R.61","U_I.62","U_R.62","U_I.63","U_R.63","U_I.64","U_R.64","U_I.65","U_R.65","U_I.66","U_R.66","U_I.67","U_R.67","U_I.68","U_R.68","U_I.69","U_R.69","U_I.70","U_R.70","U_I.71","U_R.71","U_I.72","U_R.72","U_I.73","U_R.73","U_I.74","U_R.74","U_I.75","U_R.75","U_I.76","U_R.76","U_I.77","U_R.77","U_I.78","U_R.78"
"1",1.3427135678392,0.42964824120603,0,0,0.0150228981368726,17.12500017125,364859.32572588,384261.508910147,-853781.721339017,394747.88038697,421226.480320266,410592.693213118,421226.480320266,23952.7830605848,24022.6517510177,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,126704.358419271,129332.361070968,402221.81222959,421226.480320266,402221.81222959,421226.480320266,23952.7830605848,24022.6517510177,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,126704.358419271,129332.361070968,402221.81222959,421226.480320266,402221.81222959,421226.480320266,23952.7830605848,24022.6517510177,23952.7830605848,24022.6517510177,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,23952.7830605848,24022.6517510177,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,126704.358419271,129332.361070968,402221.81222959,421226.480320266,402221.81222959,421226.480320266,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,402221.81222959,421226.480320266,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,402221.81222959,421226.480320266,23952.7830605848,24022.6517510177,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,402221.81222959,421226.480320266,402221.81222959,421226.480320266,402221.81222959,421226.480320266,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,402221.81222959,421226.480320266,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,402221.81222959,421226.480320266,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,402221.81222959,421226.480320266,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,402221.81222959,421226.480320266,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,23952.7830605848,24022.6517510177,23952.7830605848,24022.6517510177,23952.7830605848,24022.6517510177,23952.7830605848,24022.6517510177,38353.9014809537,38585.1643889018,38353.9014809537,38585.1643889018,126704.358419271,129332.361070968,126704.358419271,129332.361070968,402221.81222959,421226.480320266,402221.81222959,421226.480320266
