I,daily_new_cases,aggregate_consumption_deviation,total_contacts,weighted_labor_S,weighted_labor_I,weighted_labor_R,prob_contact_I_weighted,type
0.009138328596332521,0.0016981513663732073,-17.077768261082337,11.447589596818064,2.8345129338966997,0.07056249174707929,3.7330623882909872,0.012936518203716763,blanket_1
0.00904981049937592,0.0016812516204640787,-16.86983938588107,11.482372021097426,2.837609596838586,0.06987899066511562,3.7471701024890076,0.012788785514448094,blanket_1
0.008961661582048246,0.0016644305066625962,-16.664074865842025,11.517012787192291,2.840667479030635,0.06919834023926155,3.7611411628120814,0.012642246659176988,blanket_1
0.008873888922669862,0.0016476892816039573,-16.46046346945451,11.551509078112671,2.8436868615085875,0.0685205951254759,3.774976139198207,0.012496901344072608,blanket_1
0.008786499478589106,0.0016310291777402307,-16.258993777438747,11.585858123900813,2.84666803018753,0.0678458090462816,3.7886756125128622,0.012352749051429227,blanket_1
0.008699500085056952,0.0016144514029898822,-16.059654190082217,11.620057201792562,2.8496112754713447,0.06717403478014726,3.8022401743622507,0.012209789047541759,blanket_1
0.00861289745405483,0.0015979571404639255,-15.862432934131865,11.654103636872115,2.8525168918964594,0.06650532415428304,3.81567042690481,0.012068020390586446,blanket_1
0.008526698173052537,0.001581547548155685,-15.667318069465486,11.687994802466255,2.855385177797615,0.06583972803448832,3.8289669826609063,0.01192744193768905,blanket_1
0.008440908703723753,0.0015652237586487967,-15.474297495470847,11.721728120628285,2.858216434998686,0.0651772963152151,3.842130464320614,0.011788052351619265,blanket_1
0.00835553538063524,0.001548986878835428,-15.283358957187998,11.755301062640655,2.861010968524606,0.06451807790944626,3.8551615045495145,0.01164985010708263,blanket_1
0.008270584409923733,0.0015328379896454509,-15.094490051241982,11.788711149527977,2.8637690863321295,0.06386212073847931,3.868060745792466,0.011512833496642469,blanket_1
0.008186061867973072,0.0015167781457875171,-14.907678231590381,11.821955952574784,2.866491099057439,0.0632094717217116,3.880828840075334,0.011377000636303416,blanket_1
0.008101973700095595,0.0015008083754945937,-14.722910815110613,11.85503309378786,2.8691773197789354,0.06256017676604156,3.8934664488046837,0.011242349470720815,blanket_1
0.00801832571925524,0.0014849296803137327,-14.540174987011678,11.887940246565783,2.871828063794467,0.061914280757178614,3.905974242565426,0.011108877778361266,blanket_1
0.007935123604804526,0.0014691430348711112,-14.359457806171172,11.92067513608134,2.8744436484081697,0.061271827548979425,3.918352900916504,0.010976583176111087,blanket_1
0.007852372901259407,0.0014534493866674967,-14.180746210318029,11.953235539770827,2.8770243927306143,0.06063285995396272,3.9306031121846203,0.010845463123760214,blanket_1
0.0077700790171226185,0.0014378496558931577,-14.004027021106335,11.985619287837608,2.879570617489023,0.059997419734407746,3.942725573256081,0.010715514928299745,blanket_1
0.007688247223758403,0.0014223447352552736,-13.829286949100982,12.017824263712605,2.882082644846179,0.05936554759366556,3.9547209893668116,0.010586735747995839,blanket_1
0.007606882654324139,0.001406935489821485,-13.656512598675995,12.049848404494657,2.884560798227679,0.05873728316790936,3.9665900738906528,0.01045912259628016,blanket_1
0.007525990302763741,0.0013916227568799057,-13.485690472832768,12.081689701368623,2.8870054021568254,0.058112665018362104,3.9783335481259914,0.010332672345472296,blanket_1
0.0074455750228671295,0.001376407345815873,-13.31680697794444,12.113346199999297,2.8894167820965357,0.057491730624033906,3.9899521410808423,0.01020738173034803,blanket_1
0.007365641527399511,0.0013612900380056444,-13.149848428431877,12.144816000899489,2.8917952642977203,0.05687451637499885,4.001446589256484,0.010083247351566658,blanket_1
0.007286194387311337,0.0013462715867361029,-12.984801051370631,12.17609725983868,2.8941411756536017,0.056261057566737493,4.01281763642974,0.009960265679036774,blanket_1
0.007207238031010557,0.0013313527171184046,-12.821650991062782,12.207188188037918,2.8964548435586743,0.055651388393751014,4.024066033434053,0.00983843305498924,blanket_1
0.0071287767437061824,0.0013165341260240298,-12.660384313525796,12.238087052384204,2.8987365957746913,0.05504554194406887,4.035192537939419,0.009717745696975815,blanket_1
0.007050814666856541,0.0013018164820734698,-12.500987010895226,12.268792175899511,2.9009867603022723,0.054443550196366354,4.046197914231321,0.009598199701034812,blanket_1
0.0069733557976879995,0.0012872004256050528,-12.34344500583614,12.299301937861362,2.9032056652539433,0.053845444015617534,4.057082932988815,0.009479791044493136,blanket_1
0.006896403988796955,0.0012726865686722361,-12.187744155877612,12.329614773991139,2.9053936387329866,0.05325125315002196,4.067848371061853,0.009362515588766478,blanket_1
0.006819962947836169,0.0012582754950581246,-12.033870257696233,12.359729176609894,2.9075510087164043,0.052661006228582705,4.078495011248012,0.009246369082084413,blanket_1
0.006744036237286168,0.0012439677603070663,-11.88180905135059,12.389643694761048,2.9096781029417333,0.052074730759341215,4.089023642068726,0.00913134716214718,blanket_1
0.006668627274312239,0.001229763891773218,-11.73154622446624,12.419356934299872,2.9117752487976065,0.05149245312827302,4.099435057545175,0.009017445358720247,blanket_1
0.006593739330707247,0.0012156643886858892,-11.583067416372096,12.448867557949471,2.9138427732178447,0.05091419859884633,4.10973005697394,0.008904659096172456,blanket_1
0.006519375532920343,0.001201669722231467,-11.436358222187938,12.47817428532313,2.915881002578973,0.0503399913122436,4.119909444702588,0.008792983695962863,blanket_1
0.006445538862173552,0.0011877803356542661,-11.291404196861965,12.507275892935857,2.917890262601019,0.04976985428838828,4.129974029905284,0.00868241437910034,blanket_1
0.0063722321546607445,0.001173996644367922,-11.148190859165563,12.536171214130597,2.919870878251231,0.049203809427317884,4.139924626358586,0.008572946268520105,blanket_1
0.0062994581018252435,0.0011603190360783085,-11.006703695635911,12.564859138933851,2.9218231736513025,0.04864187751097101,4.149762052217564,0.00846457439138892,blanket_1
0.0062272192507340385,0.0011467478709426538,-10.86692816444782,12.593338614074256,2.923747471988305,0.04808407820678174,4.15948712979232,0.008357293681528696,blanket_1
0.00615551800452948,0.00113328348172502,-10.728849699265663,12.62160864278081,2.925644095426967,0.0475304300708556,4.169100685325114,0.008251098981671898,blanket_1
0.0060843566229631055,0.001119926173972224,-10.592453713031635,12.649668284606104,2.927513365025544,0.046980950552091456,4.178603548768165,0.008145985045728554,blanket_1
0.00601373722301045,0.001106676226204322,-10.457725601702183,12.677516655217413,2.9293556006544743,0.046435655996928914,4.187996553562284,0.008041946541028126,blanket_1
0.0059436617795655304,0.001093533890119282,-10.324650747931742,12.705152926156106,2.931171120917766,0.04589456165471092,4.197280536416466,0.007938978050538687,blanket_1
0.005874132126213588,0.0010804993908114747,-10.193214524703286,12.732576324565844,2.9329602430770554,0.04535768168365044,4.206456337088535,0.007837074075065651,blanket_1
0.005805149956080582,0.0010675729270035901,-10.0634022989043,12.759786132890202,2.934723282978313,0.044825029157390124,4.215524798166995,0.00773622903543211,blanket_1
0.005736716822757788,0.001054754671291572,-9.935199434848263,12.786781688540206,2.9364605549811142,0.04429661607214155,4.224486764854197,0.007636437274642508,blanket_1
0.005668834141299798,0.0010420447704021637,-9.808591297739977,12.81356238353251,2.938172371890466,0.043772453354391436,4.233343084750914,0.007537693060031261,blanket_1
0.005601503189295415,0.0010294433454641758,-9.68356325708407,12.840127664115059,2.9398590448911173,0.04325255086924629,4.242094607642479,0.007439990585409126,blanket_1
0.0055347251080107825,0.001016950492293166,-9.56010069003711,12.86647703038137,2.941520883484158,0.0427369174294065,4.2507421852865575,0.007343323973209616,blanket_1
0.005468500903585433,0.0010045662816676932,-9.43818898471629,12.892610035641532,2.9431581954258226,0.04222556080356448,4.259286671202697,0.007247687276479075,blanket_1
0.00540283144831068,9.92290759650226e-4,-9.31781354340796,12.918526286151302,2.9447712866704174,0.04171848772719828,4.267728920463723,0.00715307448110152,blanket_1
0.005337717481966001,9.801239478957424e-4,-9.198959785755456,12.944225440546761,2.9463604613135863,0.04121570391258316,4.276069789489098,0.007059479507850585,blanket_1
0.005273159613216931,9.680658439757576e-4,-9.081613151875,12.969707209321339,2.947926021538588,0.040717214059585664,4.284310135840353,0.006966896214471043,blanket_1
0.00520915832107226,9.56116421711845e-4,-8.965759105411342,12.99497135427874,2.9494682675648622,0.04022302186691536,4.292450818018674,0.0068753183977515635,blanket_1
0.0051457139563983265,9.442756315181928e-4,-8.85138313653181,13.020017687962694,2.950987497598863,0.03973313004381767,4.300492695264739,0.006784739795589015,blanket_1
0.005082826743488138,9.325434007527296e-4,-8.738470764859052,13.044846073064365,2.9524840077871044,0.039247540322190015,4.308436627360897,0.006695154089044628,blanket_1
0.005020496781683039,9.209196340763524e-4,-8.627007542342046,13.069456421808253,2.9539580921714026,0.03876625346910356,4.31628347443575,0.006606554904392048,blanket_1
0.00495872404704461,9.094042138197956e-4,-8.516979056063667,13.093848695317629,2.955410042646282,0.03828926929971306,4.324034096771271,0.006518935815157415,blanket_1
0.004897508394074458,8.979970003576648e-4,-8.40837093098672,13.11802290296016,2.9568401489184817,0.03781658669053623,4.331689354612471,0.006432290344151326,blanket_1
0.004836849557479566,8.866978324891953e-4,-8.301168832635453,13.141979101674988,2.9582486984685907,0.03734820359308521,4.339250107979749,0.006346611965492603,blanket_1
0.004776747153980833,8.755065278252441e-4,-8.19535846971502,13.165717395281794,2.9596359765147064,0.03688411704783127,4.346717216483938,0.006261894106623664,blanket_1
0.004717200684162449,8.644228831810844e-4,-8.090925596666231,13.189237933773082,2.9610022659781357,0.03642432319848495,4.354091539144168,0.0061781301503171454,blanket_1
0.004658209534359739,8.53446674974531e-4,-7.987856016157025,13.212540912590452,2.962347847451083,0.03596881730657326,4.3613739342085776,0.006095313436673577,blanket_1
0.004599772978583112,8.425776596289518e-4,-7.886135581510101,13.235626571885758,2.963672999166281,0.035517593766295576,4.368565258977925,0.006013437265109561,blanket_1
0.004541890180478224,8.318155739835763e-4,-7.785750199064811,13.258495195806649,2.9649779969685417,0.03507064611979796,4.375666369632193,0.005932494896356868,blanket_1
0.004484560195310503,8.211601356972098e-4,-7.686685830484752,13.281147111621536,2.9662631142879277,0.0346279670721026,4.382678121060205,0.005852479554374773,blanket_1
0.004427781971984619,8.106110436691789e-4,-7.588928494982872,13.303582689029405,2.967528622115587,0.034189548507022945,4.389601366692307,0.005773384428349258,blanket_1
0.004371554355090454,8.001679784574165e-4,-7.492464271495535,13.32580233936715,2.9687747889806992,0.03375538150294911,4.396436958336163,0.005695202674638463,blanket_1
0.004315876086972595,7.8983060269839e-4,-7.397279300792425,13.347806514794335,2.9700018809292286,0.03332545634877416,4.403185746015726,0.005617927418699759,blanket_1
0.004260745809822047,7.795985615302851e-4,-7.303359787521213,13.369595707483285,2.9712101615045334,0.0328997625600455,4.409848577813382,0.005541551757010869,blanket_1
0.0042061620677879595,7.694714830180948e-4,-7.210692002188635,13.391170448800542,2.9723998917296814,0.032478288895270754,4.416426299715339,0.005466068758977779,blanket_1
0.0041521233091071355,7.594489785802099e-4,-7.119262283078753,13.412531308480457,2.9735713300914197,0.032061023372361004,4.422919755460269,0.005391471468828762,blanket_1
0.0040986278882491674,7.495306434161245e-4,-7.029057038108433,13.4336788937918,2.9747247325257637,0.031647953285194624,4.429329786391234,0.005317752907493856,blanket_1
0.00404567406807506,7.397160569348801e-4,-6.940062746620324,13.454613848698317,2.9758603524051854,0.03123906522028538,4.435657231310938,0.005244906074469132,blanket_1
0.003993260022007247,7.30004783183873e-4,-6.852265961113879,13.475336853013944,2.9769784405273327,0.030834345073538317,4.441902926340295,0.005172923949665086,blanket_1
0.003941383836208928,7.203963712776684e-4,-6.765653308915165,13.495848621553598,2.9780792451052673,0.030433778067077828,4.448067704780356,0.005101799495238469,blanket_1
0.003890043511770736,7.108903558264689e-4,-6.680211493784983,13.516149903280324,2.9791630117591668,0.030037348766132146,4.454152396977598,0.005031525657406864,blanket_1
0.0038392369669027365,7.014862573638943e-4,-6.595927297466986,13.536241480449535,2.980229983509459,0.0296450410959591,4.460157830192589,0.004962095368245378,blanket_1
0.003788962039129851,6.921835827737483e-4,-6.512787581175328,13.55612416775124,2.981280400771347,0.029256838358798342,4.466084828472042,0.00489350154746474,blanket_1
0.0037392164874888176,6.829818257154399e-4,-6.430779287023325,13.575798811450824,2.9823145013506864,0.028872723250835293,4.471934212524246,0.0048257371041701535,blanket_1
0.003689997994717237,6.738804670388792e-4,-6.3498894393972165,13.595266288377909,2.9833325204412344,0.028492677878674707,4.477706799597904,0.0047587949385366375,blanket_1
0.0036413041694630327,6.648789752310422e-4,-6.270105146243587,13.614527505506707,2.9843346906239017,0.02811668377765436,4.483403403364332,0.004692667943703387,blanket_1
0.0035931325484691,6.559768068139705e-4,-6.191413600356621,13.633583398693487,2.98532124186476,0.02774472192755828,4.489024833803096,0.0046273490073189035,blanket_1
0.003545480598757453,6.471734067664599e-4,-6.113802080563491,13.652434931911976,2.9862924015166783,0.027376772769750736,4.494571897090989,0.004562831013248463,blanket_1
0.003498345719807416,6.384682089394819e-4,-6.03725795286284,13.671083096420519,2.9872483943215027,0.027012816224058517,4.500045395494401,0.00449910684323518,blanket_1
0.0034517252457251357,6.29860636467444e-4,-5.9617686715100255,13.689528909909708,2.9881894424132547,0.026652831705523124,4.505446127265058,0.004436169378530257,blanket_1
0.0034056164474028858,6.213501021761608e-4,-5.887321780048027,13.707773415653298,2.989115765322386,0.0262967981410739,4.510774886539083,0.0043740115014997754,blanket_1
0.003360016534666708,6.12936008987313e-4,-5.813904912284496,13.725817681663266,2.990027579981104,0.025944693986111395,4.516032463239413,0.00431262609720749,blanket_1
0.0033149226584109673,6.046177503191551e-4,-5.741505793215507,13.743662799849282,2.990925100729692,0.025596497240989474,4.521219642981527,0.004252006054973092,blanket_1
0.003270331912718478,5.963947104832717e-4,-5.670112239897273,13.761309885183424,2.991808539323807,0.025252185467386088,4.526337206982474,0.004192144269905489,blanket_1
0.0032262413369648904,5.882662650771702e-4,-5.5997121622667905,13.778760074870423,2.9926781049427116,0.024911735804552488,4.531385931973149,0.00413303364441063,blanket_1
0.003182647917906095,5.802317813725247e-4,-5.53029356391137,13.796014527524187,2.9935340041984118,0.02457512498543135,4.536366590113851,0.004074667089673447,blanket_1
0.0031395485917474586,5.722906186988832e-4,-5.461844542788952,13.81307442235089,2.9943764411456595,0.024242329352634557,4.541279948913047,0.004017037527113479,blanket_1
0.0030969402461937454,5.6444212882267e-4,-5.394353291899467,13.829940958339202,2.9952056172927795,0.02391332487427189,4.546126771149332,0.003960137889813842,blanket_1
0.0030548197224786497,5.566856563213218e-4,-5.327808099908693,13.846615353458057,2.996021731613297,0.023588087159622243,4.550907814796545,0.003903961123923138,blanket_1
0.00301318381737291,5.490205389524041e-4,-5.26219735172444,13.863098843862428,2.9968249805583276,0.02326659147463946,4.555623832952043,0.0038485001900300047,blanket_1
0.0029720292851700258,5.414461080175686e-4,-5.1975095290274105,13.879392683107469,2.997615558069697,0.02294881275728529,4.5602755737680445,0.0037937480645099976,blanket_1
0.002931352839648665,5.339616887212195e-4,-5.133733210756597,13.895498141371412,2.9983936555937483,0.02263472563268225,4.564863780386063,0.003739697740844521,blanket_1
0.002891151156010882,5.265666005237651e-4,-5.070857073550328,13.91141650468761,2.999159462095825,0.022324304428079807,4.5693891908743565,0.003686342230911553,blanket_1
0.00285142087279534,5.192601574893454e-4,-5.008869892144407,13.927149074186037,2.999913164075378,0.022017523187627494,4.573852538168376,0.003633674566247986,blanket_1
0.0028121585937647612,5.120416686279257e-4,-4.947760539727808,13.94269716534451,3.000654945581668,0.021714355686949016,4.578254550014152,0.0035816877992833093,blanket_1
0.0027733608897669033,5.049104382316732e-4,-4.88751798825644,13.95806210725016,3.001384988230059,0.02141477544751202,4.582595948914632,0.00353037500454455,blanket_1
0.002735024300568377,4.978657662055145e-4,-4.828131308727435,13.973245241871039,3.002103471218822,0.021118755750788042,4.586877452078843,0.0034797292798322645,blanket_1
0.0026971453366607116,4.909069483918155e-4,-4.76958967141301,13.98824792333857,3.0028105713464828,0.020826269652198245,4.591099771373922,0.0034297437473675197,blanket_1
0.002659720481038072,4.8403327688909664e-4,-4.711882346056296,14.00307151724067,3.00350646302962,0.020537289994840214,4.595263613279914,0.003380411554909718,blanket_1
0.002622746190946131,4.7724404036473975e-4,-4.654998702029289,14.017717399926147,3.004191318321148,0.020251789422992075,4.599369678847326,0.0033317258768452663,blanket_1
0.002586218899601594,4.7053852436161907e-4,-4.598928208454057,14.032186957820215,3.0048653069290032,0.01996974039538994,4.603418663657379,0.0032836799152469814,blanket_1
0.0025501350178819696,4.639160115986232e-4,-4.543660434288455,14.04648158675163,3.005528596235247,0.019691115198275655,4.607411257784902,0.00323626690090429,blanket_1
0.002514490935985172,4.5737578226502206e-4,-4.489185048376654,14.060602691291376,3.006181351315537,0.019415885958211577,4.611348145763859,0.0031894800943241637,blanket_1
0.0024792830250586293,4.5091711430865413e-4,-4.435491819466009,14.07455168410322,3.0068237349589504,0.019144024654659874,4.615230006555406,0.0031433127867028865,blanket_1
0.0024445076387977814,4.445392837181426e-4,-4.382570616190651,14.088329985312471,3.007455907688132,0.018875503132336817,4.619057513518504,0.003097758300870313,blanket_1
0.002410161115013001,4.382415647981006e-4,-4.330411407023926,14.101939021864947,3.008078027779721,0.018610293113283716,4.622831334382954,0.0030528099921995505,blanket_1
0.0023762397771655967,4.320232304390484e-4,-4.279004260198116,14.1153802269252,3.0086902512851132,0.01834836620874846,4.626552131224885,0.0030084612494942656,blanket_1
0.002342739935872271,4.258835523806443e-4,-4.228339343594866,14.128655039273523,3.009292732051441,0.018089693930798737,4.63022056044461,0.0029647054958440067,blanket_1
0.002309657890377924,4.1982180146873054e-4,-4.178406924606359,14.141764902716822,3.009885621742783,0.017834247703693802,4.633837272746774,0.002921536189451192,blanket_1
0.0022769899299967086,4.138372479061678e-4,-4.1291973699673745,14.15471126551229,3.0104690698616032,0.017581998875011776,4.63740291312282,0.0028789468244296403,blanket_1
0.002244732335521252,4.0792916149745627e-4,-4.0807011455604725,14.167495579803429,3.0110432237703675,0.01733291872653101,4.6409181208356465,0.0028369309315747515,blanket_1
0.002212881380599992,4.020968118871644e-4,-4.032908816193803,14.18011930106858,3.011608228713342,0.01708697848486538,4.644383529406453,0.002795482079105529,blanket_1
0.0021814333330826183,3.963394687921891e-4,-3.98581104535336,14.192583887581907,3.012164227838545,0.0168441493318532,4.647799766603719,0.002754593873378673,blanket_1
0.0021503844563336293,3.906564022278759e-4,-3.9393985949302435,14.204890799886869,3.0127113622198265,0.016604402414699987,4.6511674544342405,0.002714259959574974,blanket_1
0.002119731010514049,3.850468827280348e-4,-3.8936623249234636,14.217041500282175,3.013249770879069,0.016367708855875365,4.65448720913621,0.002674474022358263,blanket_1
0.0020894692538313757,3.795101815588859e-4,-3.8485931931196538,14.229037452320203,3.0137795908084914,0.016134039762764663,4.657759641174275,0.002635229786507164,blanket_1
0.0020595954437578634,3.740455709269804e-4,-3.8041822547499327,14.240880120317824,3.0143009569930266,0.015903366237075976,4.66098535523652,0.0025965210175199534,blanket_1
0.0020301058382172603,3.686523241811429e-4,-3.7604206621253966,14.252570968879654,3.014814002432774,0.015675659384003695,4.664164950233327,0.0025583415221928146,blanket_1
0.0020009966967401522,3.6332971600848266e-4,-3.7172996642512057,14.264111462433632,3.015318858165497,0.0154508903211496,4.66729901929808,0.002520685149171775,blanket_1
0.001972264281588091,3.5807702262453066e-4,-3.6748106064208197,14.275503064778874,3.0158156532891627,0.015229030187202914,4.670388149789636,0.002483545789478683,blanket_1
0.0019439048588466951,3.528935219575569e-4,-3.632944929790649,14.286747238645773,3.016304514984496,0.015010050150380795,4.673432923296552,0.002446917377011512,blanket_1
0.001915914699487947,3.477784938271288e-4,-3.591694170935966,14.29784544526822,3.016785568537551,0.014793921416630962,4.676433915642983,0.0024107938890193773,blanket_1
0.001888290080401923,3.427312201169741e-4,-3.55104996138933,14.308799143967859,3.0172589373622656,0.014580615237598285,4.679391696896221,0.002375169346552585,blanket_1
0.0018610272853982097,3.3775098494221486e-4,-3.511004027161113,14.319609791750363,3.017724743023012,0.014370102918357339,4.68230683137584,0.002340037814888092,blanket_1
0.001834122606177288,3.3283707481103844e-4,-3.4715481882440558,14.330278842913517,3.018183105257105,0.014162355824913014,4.685179877664376,0.0023053934039307476,blanket_1
0.0018075723432721701,3.279887787808792e-4,-3.4326743581019614,14.340807748667089,3.0186341419972766,0.013957345391471495,4.688011388619504,0.0022712302685906913,blanket_1
0.0017813728069606036,3.2320538860918207e-4,-3.394374543143086,14.35119795676431,3.019077969394095,0.01375504312748387,4.69080191138768,0.002237542609137295,blanket_1
0.0017555203181481602,3.1848619889882383e-4,-3.3566408421793925,14.361450911144916,3.019514701838323,0.013555420624465053,4.693551987419178,0.0022043246715300474,blanket_1
0.001730011209222552,3.13830507238269e-4,-3.319465445871772,14.371568051589517,3.019944451983196,0.013358449562590404,4.696262152484504,0.00217157074772677,blanket_1
0.0017048418248795225,3.092376143365394e-4,-3.282840636162254,14.381550813385328,3.0203673307666303,0.01316410171707299,4.6989329366921195,0.0021392751759695904,blanket_1
0.0016800085229206746,3.0470682415307664e-4,-3.2467587856938485,14.391400627002904,3.0207834474333244,0.012972348964324035,4.70156486450744,0.002107432341049059,blanket_1
0.0016555076750236117,3.0023744402258055e-4,-3.2112123572183737,14.401118917783961,3.021192909556775,0.01278316328789967,4.704158454773072,0.002076036674546844,blanket_1
0.00163133566748543,2.9582878477566864e-4,-3.1761939029925634,14.410707105671392,3.0215958230611655,0.012596516784278306,4.706714220730234,0.0020450826550627217,blanket_1
0.00160748890193735,2.914801608517708e-4,-3.141696064166366,14.42016660482652,3.0219922922430857,0.012412381668271138,4.709232670041321,0.0020145648084008085,blanket_1
0.0015839637960346742,2.871908904112774e-4,-3.10771157015568,14.42949882343381,3.022382419793333,0.012230730278449954,4.711714304813584,0.001984477707763487,blanket_1
0.0015607567841202207,2.8296029544072415e-4,-3.0742332380097714,14.43870516341191,3.0227663068183794,0.01205153508224676,4.714159621623863,0.0019548159739099027,blanket_1
0.001537864317861965,2.787877018536642e-4,-3.04125397176892,14.447787020148958,3.023144052861749,0.011874768680871443,4.716569111544353,0.001925574275297116,blanket_1
0.0015152828668654292,2.7467243958713417e-4,-3.0087667618133973,14.456745782253028,3.0235157559252634,0.011700403814040387,4.718943260169348,0.0018967473282031119,blanket_1
0.0014930089192612458,2.706138426936948e-4,-2.9767646842043805,14.465582831312512,3.0238815124901413,0.0115284133645134,4.72128254764293,0.001868329896831372,blanket_1
0.0014710389822683305,2.6661124942913423e-4,-2.945240900017576,14.474299541666168,3.024241417537943,0.011358770362442325,4.723587448687581,0.0018403167933974155,blanket_1
0.0014493695827331038,2.6266400233592195e-4,-2.9141886546703133,14.482897280182698,3.024595564571342,0.011191447989534668,4.725858432633629,0.0018127028781977715,blanket_1
0.0014279972676452036,2.5877144832250296e-4,-2.8836012772414876,14.491377406049766,3.0249440456347516,0.011026419583035739,4.72809596344957,0.00178548305966179,blanket_1
0.0014069186046301355,2.549329387385199e-4,-2.853472179786054,14.49974127057219,3.025286951334774,0.010863658639532705,4.730300499773158,0.0017586522943867286,blanket_1
0.0013861301824193075,2.511478294460504e-4,-2.823794856644246,14.507990216979074,3.025624370860461,0.010703138818583981,4.732472494943255,0.0017322055871565479,blanket_1
0.0013656286112979001,2.4741548088695186e-4,-2.794562883745111,14.516125580239967,3.0259563920034287,0.01054483394617755,4.734612397032428,0.001706137990944832,blanket_1
0.0013454105235310215,2.4373525814639564e-4,-2.7657699179062245,14.524148686889493,3.0262831011777527,0.010388718018021504,4.736720648880206,0.0016804446069022681,blanket_1
0.0013254725737686032,2.4010653101268607e-4,-2.7374096961283567,14.532060854860664,3.0266045834397195,0.01023476520267054,4.738797688127033,0.001655120584329097,blanket_1
0.0013058114394294846,2.365286740334442e-4,-2.7094760348872593,14.539863393326371,3.0269209225073586,0.010082949844491667,4.74084394724881,0.001630161120632966,blanket_1
0.0012864238210651398,2.3300106656824876e-4,-2.681962829421536,14.547557602549098,3.027232200779799,0.009933246466472782,4.742859853592052,0.0016055614612725862,blanket_1
0.0012673064427034992,2.2952309283781822e-4,-2.654864053017747,14.555144773738574,3.027538499356433,0.009785629772877506,4.744845829409599,0.0015813168996876193,blanket_1
0.0012484560521733158,2.2609414196982105e-4,-2.62817375629284,14.562626188917232,3.0278398980558805,0.009640074651749823,4.7468022918968575,0.0015574227772151964,blanket_1
0.0012298694214095227,2.2271360804139827e-4,-2.601886066474235,14.570003120793267,3.0281364754347666,0.00949655617727192,4.748729653228549,0.0015338744829934733,blanket_1
0.0012115433467400326,2.1938089011848364e-4,-2.575995186678526,14.57727683264112,3.0284283088062827,0.009355049611978743,4.750628320595915,0.0015106674538526313,blanket_1
0.0011934746491544194,2.1609539229200568e-4,-2.5504953951879905,14.58444857818927,3.0287154742585702,0.00921553040883264,4.752498696244386,0.0014877971741937075,blanket_1
0.0011756601745549278,2.128565237110536e-4,-2.525381044726116,14.591519601515078,3.028998046672884,0.009077974213161569,4.754341177511653,0.0014652591758556625,blanket_1
0.0011580967939902474,2.0966369861308938e-4,-2.5006465617326112,14.598491136946528,3.0292760997415638,0.008942356864464191,4.756156156866113,0.00144304903797106,blanket_1
0.001140781403872487,2.065163363512889e-4,-2.47628644563731,14.605364408970795,3.029549705985802,0.008808654398085274,4.7579440219457085,0.001421162386810748,blanket_1
0.0011237109261777827,2.0341386141908935e-4,-2.4522952681339416,14.612140632149291,3.0298189367731987,0.008676843046764702,4.759705155597076,0.0013995948956179191,blanket_1
0.0011068823086309667,2.0035570347202595e-4,-2.4286676724542433,14.618821011039174,3.0300838623351227,0.008546899242063404,4.761439935915008,0.0013783422844319204,blanket_1
0.001090292524874721,1.9734129734693296e-4,-2.405398372641776,14.625406740121083,3.030344551783861,0.008418799615669515,4.763148736282208,0.0013574003199021821,blanket_1
0.0010739385746236368,1.9437008307858876e-4,-2.3824821528268036,14.631899003732933,3.030601073129563,0.008292521000587928,4.764831925409303,0.0013367648150926254,blanket_1
0.0010578174838035935,1.9144150591387984e-4,-2.3599138665017283,14.63829897600963,3.0308534932969833,0.008168040432216554,4.76648986737509,0.0013164316292769056,blanket_1
0.0010419263046768678,1.885550163235598e-4,-2.3376884357975136,14.644607820828533,3.031101878142011,0.008045335149312346,4.768122921667007,0.001296396667724845,blanket_1
0.0010262621159533804,1.857100700116758e-4,-2.3158008507618733,14.650826691760471,3.0313462924680024,0.0079243825948503,4.769731443221776,0.001276655881480394,blanket_1
0.001010822022888477,1.829061279227379e-4,-2.294246168638181,14.656956732026238,3.0315868000419015,0.007805160416778492,4.771315782466257,0.0012572052671314619,blanket_1
9.956031573676416e-4,1.8014265624670026e-4,-2.273019513147023,14.662999074458302,3.031823463610159,0.0076876464686722,4.772876285358404,0.0012380408665719547,blanket_1
9.80602677978532e-4,1.7741912642182717e-4,-2.252116073768995,14.668954841467677,3.0320563449144475,0.007571818810290117,4.7744132934283945,0.0012191587667563415,blanket_1
9.658177700707174e-4,1.7473501513551093e-4,-2.2315311050302156,14.674825145015705,3.032285504707169,0.007457655708035638,4.775927143819843,0.0012005550994470698,blanket_1
9.512456458035008e-4,1.7208980432311205e-4,-2.2112599257898435,14.6806110865907,3.032511002766762,0.007345135635326116,4.777418169331116,0.0011822260409551494,blanket_1
9.368835441821963e-4,1.6948298116488677e-4,-2.191297918530377,14.686313757189208,3.0327328979128088,0.007234237272872981,4.778886698456725,0.0011641678118742083,blanket_1
9.227287310832289e-4,1.6691403808106968e-4,-2.1716405286504203,14.691934237301865,3.0329512480209386,0.007124939508875564,4.780333055428771,0.001146376676808331,blanket_1
9.087784992684162e-4,1.6438247272517302e-4,-2.1522832637608014,14.697473596903503,3.0331661100375262,0.007017221439131352,4.7817575602584235,0.0011288489440939614,blanket_1
8.950301683887866e-4,1.618877879755692e-4,-2.1332216929833336,14.70293289544761,3.033377539994202,0.006911062367065491,4.7831605287774295,0.001111580965516178,blanket_1
