c_S,l_S,contacts
0,0,3.548544
8.3633741888969,0,3.820461157894737
16.7267483777938,0,4.092378315789475
25.090122566690702,0,4.364295473684212
33.4534967555876,0,4.636212631578949
41.8168709444845,0,4.908129789473686
50.180245133381405,0,5.180046947368424
58.5436193222783,0,5.451964105263161
66.9069935111752,0,5.723881263157898
75.2703677000721,0,5.995798421052635
83.633741888969,0,6.267715578947373
91.9971160778659,0,6.539632736842109
100.36049026676281,0,6.811549894736847
108.72386445565971,0,7.083467052631584
117.0872386445566,0,7.355384210526322
125.4506128334535,0,7.627301368421058
133.8139870223504,0,7.899218526315796
142.1773612112473,0,8.171135684210533
150.5407354001442,0,8.44305284210527
158.9041095890411,0,8.714970000000006
0,0.4210105263157895,3.9439677368421044
8.3633741888969,0.4210105263157895,4.215884894736842
16.7267483777938,0.4210105263157895,4.4878020526315785
25.090122566690702,0.4210105263157895,4.759719210526316
33.4534967555876,0.4210105263157895,5.031636368421053
41.8168709444845,0.4210105263157895,5.30355352631579
50.180245133381405,0.4210105263157895,5.5754706842105275
58.5436193222783,0.4210105263157895,5.847387842105265
66.9069935111752,0.4210105263157895,6.119305000000002
75.2703677000721,0.4210105263157895,6.39122215789474
83.633741888969,0.4210105263157895,6.6631393157894765
91.9971160778659,0.4210105263157895,6.935056473684213
100.36049026676281,0.4210105263157895,7.2069736315789505
108.72386445565971,0.4210105263157895,7.478890789473688
117.0872386445566,0.4210105263157895,7.7508079473684255
125.4506128334535,0.4210105263157895,8.022725105263161
133.8139870223504,0.4210105263157895,8.294642263157899
142.1773612112473,0.4210105263157895,8.566559421052636
150.5407354001442,0.4210105263157895,8.838476578947374
158.9041095890411,0.4210105263157895,9.110393736842111
0,0.842021052631579,4.339391473684209
8.3633741888969,0.842021052631579,4.611308631578946
16.7267483777938,0.842021052631579,4.883225789473683
25.090122566690702,0.842021052631579,5.15514294736842
33.4534967555876,0.842021052631579,5.427060105263157
41.8168709444845,0.842021052631579,5.698977263157895
50.180245133381405,0.842021052631579,5.970894421052632
58.5436193222783,0.842021052631579,6.24281157894737
66.9069935111752,0.842021052631579,6.514728736842106
75.2703677000721,0.842021052631579,6.786645894736844
83.633741888969,0.842021052631579,7.05856305263158
91.9971160778659,0.842021052631579,7.330480210526318
100.36049026676281,0.842021052631579,7.602397368421055
108.72386445565971,0.842021052631579,7.874314526315793
117.0872386445566,0.842021052631579,8.14623168421053
125.4506128334535,0.842021052631579,8.418148842105266
133.8139870223504,0.842021052631579,8.690066000000003
142.1773612112473,0.842021052631579,8.96198315789474
150.5407354001442,0.842021052631579,9.233900315789478
158.9041095890411,0.842021052631579,9.505817473684216
0,1.2630315789473685,4.734815210526313
8.3633741888969,1.2630315789473685,5.0067323684210505
16.7267483777938,1.2630315789473685,5.278649526315787
25.090122566690702,1.2630315789473685,5.550566684210525
33.4534967555876,1.2630315789473685,5.822483842105262
41.8168709444845,1.2630315789473685,6.0944009999999995
50.180245133381405,1.2630315789473685,6.366318157894737
58.5436193222783,1.2630315789473685,6.6382353157894745
66.9069935111752,1.2630315789473685,6.91015247368421
75.2703677000721,1.2630315789473685,7.182069631578948
83.633741888969,1.2630315789473685,7.453986789473685
91.9971160778659,1.2630315789473685,7.725903947368423
100.36049026676281,1.2630315789473685,7.99782110526316
108.72386445565971,1.2630315789473685,8.269738263157898
117.0872386445566,1.2630315789473685,8.541655421052635
125.4506128334535,1.2630315789473685,8.81357257894737
133.8139870223504,1.2630315789473685,9.085489736842108
142.1773612112473,1.2630315789473685,9.357406894736846
150.5407354001442,1.2630315789473685,9.629324052631583
158.9041095890411,1.2630315789473685,9.90124121052632
0,1.684042105263158,5.130238947368417
8.3633741888969,1.684042105263158,5.402156105263154
16.7267483777938,1.684042105263158,5.674073263157892
25.090122566690702,1.684042105263158,5.945990421052629
33.4534967555876,1.684042105263158,6.217907578947367
41.8168709444845,1.684042105263158,6.489824736842103
50.180245133381405,1.684042105263158,6.76174189473684
58.5436193222783,1.684042105263158,7.033659052631577
66.9069935111752,1.684042105263158,7.305576210526315
75.2703677000721,1.684042105263158,7.577493368421052
83.633741888969,1.684042105263158,7.84941052631579
91.9971160778659,1.684042105263158,8.121327684210526
100.36049026676281,1.684042105263158,8.393244842105263
108.72386445565971,1.684042105263158,8.665162
117.0872386445566,1.684042105263158,8.937079157894738
125.4506128334535,1.684042105263158,9.208996315789475
133.8139870223504,1.684042105263158,9.480913473684213
142.1773612112473,1.684042105263158,9.75283063157895
150.5407354001442,1.684042105263158,10.024747789473688
158.9041095890411,1.684042105263158,10.296664947368424
0,2.1050526315789475,5.525662684210522
8.3633741888969,2.1050526315789475,5.797579842105259
16.7267483777938,2.1050526315789475,6.069496999999997
25.090122566690702,2.1050526315789475,6.341414157894733
33.4534967555876,2.1050526315789475,6.61333131578947
41.8168709444845,2.1050526315789475,6.885248473684207
50.180245133381405,2.1050526315789475,7.157165631578945
58.5436193222783,2.1050526315789475,7.429082789473682
66.9069935111752,2.1050526315789475,7.70099994736842
75.2703677000721,2.1050526315789475,7.972917105263157
83.633741888969,2.1050526315789475,8.244834263157893
91.9971160778659,2.1050526315789475,8.51675142105263
100.36049026676281,2.1050526315789475,8.788668578947368
108.72386445565971,2.1050526315789475,9.060585736842105
117.0872386445566,2.1050526315789475,9.332502894736843
125.4506128334535,2.1050526315789475,9.604420052631578
133.8139870223504,2.1050526315789475,9.876337210526316
142.1773612112473,2.1050526315789475,10.148254368421053
150.5407354001442,2.1050526315789475,10.42017152631579
158.9041095890411,2.1050526315789475,10.692088684210528
