c_S,l_S,contacts
0,0,3.548544
8.3633741888969,0,3.562855429362881
16.7267483777938,0,3.6057897174515237
25.090122566690702,0,3.677346864265928
33.4534967555876,0,3.777526869806094
41.8168709444845,0,3.906329734072022
50.180245133381405,0,4.063755457063712
58.5436193222783,0,4.249804038781164
66.9069935111752,0,4.464475479224377
75.2703677000721,0,4.707769778393352
83.633741888969,0,4.979686936288089
91.9971160778659,0,5.2802269529085875
100.36049026676281,0,5.609389828254848
108.72386445565971,0,5.9671755623268705
117.0872386445566,0,6.353584155124654
125.4506128334535,0,6.7686156066482
133.8139870223504,0,7.212269916897507
142.1773612112473,0,7.684547085872577
150.5407354001442,0,8.185447113573408
158.9041095890411,0,8.71497
0,0.4210105263157895,3.569355775623269
8.3633741888969,0.4210105263157895,3.5836672049861495
16.7267483777938,0.4210105263157895,3.6266014930747925
25.090122566690702,0.4210105263157895,3.698158639889197
33.4534967555876,0.4210105263157895,3.798338645429363
41.8168709444845,0.4210105263157895,3.927141509695291
50.180245133381405,0.4210105263157895,4.084567232686981
58.5436193222783,0.4210105263157895,4.270615814404432
66.9069935111752,0.4210105263157895,4.485287254847646
75.2703677000721,0.4210105263157895,4.728581554016621
83.633741888969,0.4210105263157895,5.000498711911358
91.9971160778659,0.4210105263157895,5.301038728531856
100.36049026676281,0.4210105263157895,5.630201603878117
108.72386445565971,0.4210105263157895,5.987987337950139
117.0872386445566,0.4210105263157895,6.374395930747923
125.4506128334535,0.4210105263157895,6.789427382271469
133.8139870223504,0.4210105263157895,7.233081692520776
142.1773612112473,0.4210105263157895,7.705358861495846
150.5407354001442,0.4210105263157895,8.206258889196677
158.9041095890411,0.4210105263157895,8.735781775623268
0,0.842021052631579,3.631791102493075
8.3633741888969,0.842021052631579,3.6461025318559557
16.7267483777938,0.842021052631579,3.6890368199445986
25.090122566690702,0.842021052631579,3.760593966759003
33.4534967555876,0.842021052631579,3.860773972299169
41.8168709444845,0.842021052631579,3.989576836565097
50.180245133381405,0.842021052631579,4.147002559556787
58.5436193222783,0.842021052631579,4.333051141274239
66.9069935111752,0.842021052631579,4.547722581717451
75.2703677000721,0.842021052631579,4.791016880886427
83.633741888969,0.842021052631579,5.062934038781163
91.9971160778659,0.842021052631579,5.363474055401662
100.36049026676281,0.842021052631579,5.692636930747923
108.72386445565971,0.842021052631579,6.050422664819946
117.0872386445566,0.842021052631579,6.43683125761773
125.4506128334535,0.842021052631579,6.851862709141274
133.8139870223504,0.842021052631579,7.295517019390582
142.1773612112473,0.842021052631579,7.767794188365652
150.5407354001442,0.842021052631579,8.268694216066482
158.9041095890411,0.842021052631579,8.798217102493075
