rhoo,phi,PV_losses_eqm,PV_losses_planner,cases_per_100k_eqm,cases_per_100k_planner,economic_loss_ratio,total_economic_savings,cases_per_100k_ratio,cases_per_100k_difference,productivity_loss,asymptomatic_prop,unavoid_avoid_contact_ratio,economic_loss_ratio_ADJUSTED
6,0.8,3950.8439929950778,1143.7948602572517,69353.44998437774,69341.86418771447,0.7104935395360531,929140704423.4712,1.0001670822784907,11.585796663275687,19.999999999999996,72.4631694891918,0.47320563774042096,0.8975074329022986
6,0.9,3926.2505565622123,1143.6042646061876,70811.61767383562,70796.80464954399,0.7087286590269173,921063299432.764,1.0002092329500596,14.813024291623151,9.999999999999998,86.2315847445959,0.47320563774042096,0.8952780060504117
8,0.1,3623.0802309020246,971.1615686551825,52600.0895688889,52600.15956104023,0.7319514041196389,877792107440.0785,0.9999986693547717,-0.06999215132964309,90,-23.915737298636927,0.6309408503205614,0.9246133696720473
8,0.2,3852.6540598308634,1091.7070330819997,58240.03820472298,58193.02292161043,0.7166350738664745,913880785124.4418,1.000807919588159,47.015283112552424,80,-10.147322043232823,0.6309408503205614,0.9052655227430271
8,0.3,3947.959010347354,1126.7662147999056,61575.33808045623,61576.976810849425,0.7145952600199947,933822294308.3064,0.9999733872872937,-1.6387303931915085,70,3.621093212171278,0.6309408503205614,0.9026887954582891
8,0.4,3992.20511955231,1152.7239400119163,64036.99942536889,64048.48881890342,0.7112563344086928,939875797892.4773,0.9998206141355339,-11.489393534524424,60,17.38950846757539,0.6309408503205614,0.8984710082620703
8,0.5,4008.556788039254,1167.5012305034634,66034.68909819305,66049.49744587885,0.7087477383413757,940396921182.6298,0.9997757992375652,-14.808347685800982,50,31.157923722979486,0.6309408503205614,0.8953021073625114
8,0.6,4006.709900432968,1186.0798226261886,67740.00911837375,67707.72116026838,0.7039766162012329,933636033244.3802,1.000476872615886,32.28795810537122,40,44.92633897838359,0.6309408503205614,0.8892751453343146
8,0.7,3991.6816307335057,1184.7778497192355,69240.5565376679,69234.49599597242,0.7031882902190467,929092592617.6469,1.0000875364456445,6.060541695478605,30.000000000000004,58.69475423378769,0.6309408503205614,0.8882793186459761
8,0.8,3966.443159940005,1182.7755505422442,70587.03904123194,70580.56681221472,0.7018044875852616,921401358213.4913,1.0000916998730605,6.472229017221252,19.999999999999996,72.4631694891918,0.6309408503205614,0.8865312757991645
8,0.9,3932.929407185927,1176.9427910359775,71811.55098344054,71810.24979665597,0.7007465252527636,912238876066.1527,1.0000181197919273,1.3011867845634697,9.999999999999998,86.2315847445959,0.6309408503205614,0.8851948399214116
10,0.1,3844.3489396484106,1080.3906051630968,57546.404525861435,57545.3268714055,0.7189665604959614,914877535968.1835,1.0000187270542114,1.0776544559339527,90,-23.915737298636927,0.7886760629007017,0.9082106960109546
10,0.2,3985.8206111498735,1154.914179421887,61783.78550634983,61791.11570248951,0.7102443155140631,937037533634.914,0.9998813713580611,-7.330196139679174,80,-10.147322043232823,0.7886760629007017,0.8971926089105985
10,0.3,4038.678738898877,1197.6320082600985,64374.04766473223,64363.125522396615,0.7034594515466149,940393999456.3185,1.0001696956486648,10.922142335613898,70,3.621093212171278,0.7886760629007017,0.8886218542124037
10,0.4,4056.0494353357485,1209.9647747185059,66326.4338227556,66340.77223116686,0.701688849209416,942061567634.7427,0.9997838673273006,-14.338408411262208,60,17.38950846757539,0.7886760629007017,0.886385199450718
10,0.5,4053.356653846695,1225.9379995538557,67936.76312920093,67902.40762199278,0.6975499310206461,935883070057.7823,1.0005059541835306,34.35550720815081,50,31.157923722979486,0.7886760629007017,0.8811568481260583
10,0.6,4037.22393379147,1233.9199860423853,69330.4386087685,69300.47808793002,0.694364244768663,927901038263.7125,1.0004323277654803,29.960520838474622,40,44.92633897838359,0.7886760629007017,0.8771326354753471
10,0.7,4011.1388483090054,1230.8707736730187,70571.84901064266,70558.65384233103,0.6931368321513172,920276103195.1774,1.0001870099214354,13.195168311634916,30.000000000000004,58.69475423378769,0.7886760629007017,0.8755821471373036
10,0.8,3977.1923445761513,1225.4092365978047,71698.31844268336,71684.75459772776,0.6918908791854279,910847503717.8519,1.0001892151968952,13.563844955599052,19.999999999999996,72.4631694891918,0.7886760629007017,0.8740082383180025
10,0.9,3936.7587571302465,1225.5012843702389,72733.41956033664,72703.17309199182,0.6887029762363228,897433411027.1228,1.0004160267985354,30.246468344819732,9.999999999999998,86.2315847445959,0.7886760629007017,0.8699812254980671
12,0.1,3994.4713999986348,1165.9242519753016,61398.528393672146,61396.62319261602,0.7081155088566412,936256604474.2126,1.0000310310397715,1.905201056128135,90,-23.915737298636927,0.9464112754808419,0.894503464404801
12,0.2,4079.9367519101825,1225.1505927639482,64652.787037448245,64651.554686798896,0.6997133369309351,944941786715.5115,1.0000190614232762,1.2323506493485183,80,-10.147322043232823,0.9464112754808419,0.8838896989921436
12,0.3,4104.139443684852,1248.8642439621885,66696.63579099026,66692.02513925717,0.6957061861326742,945103660442.7561,1.000069133479205,4.6106517330917995,70,3.621093212171278,0.9464112754808419,0.8788277984595252
12,0.4,4102.652240402137,1263.9257158526239,68264.85996181847,68255.60783612213,0.6919247253262841,939626005089.9054,1.0001355511435566,9.252125696337316,60,17.38950846757539,0.9464112754808419,0.8740509933344849
12,0.5,4086.1915251195956,1272.397698395672,69576.60115288338,69554.16698075498,0.6886103623450613,931373216013.0532,1.0003225424601032,22.43417212839995,50,31.157923722979486,0.9464112754808419,0.869864234067221
12,0.6,4059.466917139692,1272.4856921141775,70725.57602146365,70711.65142962993,0.6865387209484212,922498173770.6729,1.0001969207556634,13.924591833725572,40,44.92633897838359,0.9464112754808419,0.8672473016838432
12,0.7,4024.997241187626,1269.2694819365245,71760.09739166331,71747.229351261,0.6846533287158203,912153193746.4044,1.000179352436584,12.86804040230345,30.000000000000004,58.69475423378769,0.9464112754808419,0.8648656423885307
12,0.8,3984.3086383236955,1262.8679530495435,72708.17678492906,72696.2797307369,0.6830396267742789,900804081365.0011,1.0001636542370012,11.897054192158976,19.999999999999996,72.4631694891918,0.9464112754808419,0.8628271868552573
12,0.9,3938.4113634308474,1252.4096017094737,73587.44881554644,73579.41957583213,0.6820013233410771,889073703720.445,1.0001091234445798,8.029239714305731,9.999999999999998,86.2315847445959,0.9464112754808419,0.861515584430955
14,0.1,4099.649060574612,1234.3451806371693,64491.7440169996,64489.76280852073,0.6989144284305735,948423180179.8793,1.0000307212864892,1.9812084788645734,90,-23.915737298636927,1.1041464880609824,0.8828805042882036
14,0.2,4147.919206061453,1275.8974376218596,67030.29596366738,67027.7211233696,0.6924006051618941,950646819083.2137,1.0000384145582548,2.574840297776973,80,-10.147322043232823,1.1041464880609824,0.8746521327761005
14,0.3,4152.111290814483,1291.9072642294946,68661.73562317184,68666.453925956,0.688855337984914,946735115200.5057,0.9999312866397726,-4.718302784152911,70,3.621093212171278,1.1041464880609824,0.8701736914308889
14,0.4,4137.0091432637355,1307.3299571912737,69933.1694574956,69923.26069389377,0.6839915233641699,936631312069.5071,1.0001417091180174,9.908763601837563,60,17.38950846757539,1.1041464880609824,0.8640296386964653
14,0.5,4110.345673894117,1301.642342158185,71009.98003082928,71007.64956987712,0.6833253343081929,929688248677.1259,1.0000328198576671,2.330460952158319,50,31.157923722979486,1.1041464880609824,0.8631880974350936
14,0.6,4075.595810700943,1306.3143337093602,71963.37134383712,71955.82590689753,0.679478929122588,916639510249.4093,1.0001048620712012,7.545436939588399,40,44.92633897838359,1.1041464880609824,0.8583292534739106
14,0.7,4034.645867328077,1301.8037514134837,72830.15460841235,72823.13888732839,0.6773437386524344,904577985132.1798,1.000096339174487,7.0157210839679465,30.000000000000004,58.69475423378769,1.1041464880609824,0.8556320448281058
14,0.8,3988.6497965949984,1298.2494869694103,73631.66213981346,73621.1925690444,0.6745140453098464,890529634737.2905,1.0001422086549228,10.46957076905528,19.999999999999996,72.4631694891918,1.1041464880609824,0.8520575284300184
14,0.9,3938.375899914076,1290.2065186911454,74381.27277390522,74371.46033751649,0.6724013777559186,876551085481.8196,1.0001319381970477,9.812436388732749,9.999999999999998,86.2315847445959,1.1041464880609824,0.8493887711121969
