labor_supply_S,labor_supply_I,labor_supply_R,lifetime_utility_S,lifetime_utility_I,lifetime_utility_R,SWF,simplex_check,S,I,R,gamma_c,gamma_l,risk_aversion,s,alpha_U,phi,rho_c,rho_l,rho_o,duration,policy
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929022,349492.124109964,366464.633929022,0.0000000000600864575854847,1,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929024,349492.124109966,366464.633929024,7041.51518307907,1,0.0192147195967696,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929022,349492.124109964,366464.633929022,20853.9440696784,1,0.0569057478919438,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929022,349492.124109964,366464.633929022,40906.4827637856,1,0.111624639805511,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929024,349492.124109966,366464.633929024,66428.5234489797,1,0.181268579007941,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929024,349492.124109966,366464.633929024,96439.2684146534,1,0.263161187972456,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929027,349492.124109968,366464.633929027,129785.421561997,1,0.354155379662454,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929024,349492.124109966,366464.633929024,165185.508926293,1,0.450754298321418,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929022,349492.124109964,366464.633929022,201279.12500273,1,0.549245701678582,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929022,349492.124109964,366464.633929022,236679.212367027,1,0.645844620337546,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929024,349492.124109966,366464.633929024,270025.365514371,1,0.736838812027544,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929024,349492.124109966,366464.633929024,300036.110480045,1,0.818731420992059,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929022,349492.124109964,366464.633929022,325558.151165236,1,0.888375360194489,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929024,349492.124109966,366464.633929024,345610.689859346,1,0.943094252108056,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929024,349492.124109966,366464.633929024,359423.118745945,1,0.98078528040323,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802462338,7.99920534536345,366464.633929024,349492.124109966,366464.633929024,366464.633929024,1,1,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99920534536345,7.81014802416863,7.99920534536345,365696.84104249,349492.124109964,366464.633929022,6715.3931660524,1,0.0000000000000000555111512312578,0.0192147195967696,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.32851787776408,0.253723912940691,7.99920534536345,366253.032718311,349425.612217161,366464.633929024,13751.5644838312,1,0.0192147195967696,0.0192147195967696,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
