"","time","S","I","R","D","labor_S","labor_I","labor_R","consumption_S","consumption_I","consumption_R","aggregate_labor_supply","aggregate_consumption","weekly_new_cases","newly_recovered","newly_dead","newly_infected_per_I","prob_infection_S","infection_growth_rate","Reff","consumption_contacts","labor_contacts","other_contacts","total_cases","aggregate_hours_deviation","aggregate_consumption_deviation","qre_times","l_SS","l_SI","l_SR","l_IS","l_II","l_IR","l_RS","l_RI","l_RR","infolag","type"
"356",106,0.627337522051443,0.0254869372562815,0.341967907581892,0.00520763016920767,4.64051235950187,6.9866242733471,7.03493200461201,92.1837789433425,118.729132354455,139.748925669107,5.49495615674506,108.646033100347,0.00481935082820391,0.00492247709753672,0.0000749615801655338,0.189091014732111,0.00768222951569077,-0.00698741664043827,0.964364175133765,2.23940042646561,3.80676921259661,3.548544,0.378308579347977,-31.3053565301239,-31.6270995187793,4.06,1,0,0,0.281230484938318,0.359744214709441,0.359025059455344,0.266464100961573,0.366573052199086,0.366962983841742,0.8,"lockdown"
"357",107,0.62246758356359,0.025359437066432,0.346890384679429,0.0052825917493732,4.70945357066989,6.99902326449488,7.04525674896902,93.5532961168903,118.939838040556,139.95402671781,5.55290529785746,109.798847671347,0.00480796070935228,0.00489785206086971,0.0000745865796071529,0.189592564565108,0.00772403388755924,-0.00648586680744169,0.966922079282047,2.27670305982121,3.87018016605034,3.548544,0.383116540057329,-30.5809111524814,-30.901612598668,3.56,1,0,0,0.28342200178637,0.358648168109216,0.357931208351131,0.268976525381632,0.365316389850424,0.36570497881476,0.8,"lockdown"
"358",108,0.617618145418629,0.0252364365709164,0.351788236740298,0.00535717832898035,4.76635276719367,7.00957010506385,7.05414966676847,94.6835986671383,119.119068693421,140.130684531663,5.60224940080558,110.780775856432,0.00478831987222252,0.00487409608281426,0.000074224813443872,0.18973835148108,0.00775288081760768,-0.00634007989146944,0.967665592553506,2.30768220052358,3.92284177925036,3.548544,0.387904859929552,-29.9640407967095,-30.2836675512262,3.33,1,0,0,0.285199083615598,0.357758564777759,0.357043381586932,0.271020830542752,0.364295043153384,0.364682547148842,0.8,"lockdown"
"359",109,0.612796299915776,0.0251099611775113,0.356662332823112,0.00543140314242423,4.8126868462616,7.01837363645847,7.0616250384183,95.604025157027,119.268673939566,140.279182790971,5.64404344130755,111.612925226344,0.0047602239810145,0.00484966897251935,0.0000738528269926806,0.189575123090106,0.00776803642853059,-0.00650330828244307,0.96683312775954,2.33304181778863,3.9659507333735,3.548544,0.392665083910566,-29.4415567896399,-29.7599810029842,3.42,1,0,0,0.286625027800025,0.357044751125272,0.356330993601836,0.272665452526069,0.363473365259192,0.363859996281534,0.8,"lockdown"
"360",110,0.608009275186253,0.024973464107522,0.361512001795632,0.00550525596941691,4.85004632539648,7.02561084386718,7.06780377202943,96.3461712174627,119.391661425752,140.401923335384,5.67942288109188,112.317969461185,0.00472381072771523,0.00482330630311945,0.0000734513650221236,0.189153203070952,0.00776930701635789,-0.00692522830159738,0.964681335661853,2.35357700022207,4.00085860395296,3.548544,0.397388894638281,-28.9992642703147,-29.3162839997158,3.47,1,0,0,0.287760866930629,0.356476169283598,0.35576354747413,0.273978264216998,0.362817454306823,0.363203388401216,0.8,"lockdown"
"361",111,0.603264157578667,0.0248218240469666,0.366335308098751,0.00557870733443903,4.88004131457858,7.03151024907433,7.07286147805759,96.9420216835236,119.491914600139,140.502394666638,5.70952781147932,112.918642362939,0.0046794973296218,0.0047940189580906,0.0000730053648440194,0.188523507408944,0.00775696230388357,-0.00755492396360537,0.961469887785613,2.37012115872549,4.02898211080544,3.548544,0.402068391967903,-28.622910501393,-28.9382697514143,3.36,1,0,0,0.288663778852196,0.356024193276042,0.355312474354982,0.275023656880271,0.362295143998842,0.362680523055277,0.8,"lockdown"
"362",112,0.598567661317586,0.0246512959851126,0.371129327056842,0.00565171269928305,4.9042398811334,7.03632682808354,7.07700429032951,97.4227262129422,119.573766467981,140.584691633243,5.73545781132591,113.43684369806,0.00462791923525001,0.00476108363634037,0.0000725038117209194,0.187735331969764,0.00773165597530425,-0.00834309940278554,0.957450193045794,2.38350541441871,4.05173408133484,3.548544,0.406696311203153,-28.2987492080496,-28.6121563416152,3.46,1,0,0,0.28938632895571,0.355662508057849,0.354951511722512,0.275861394486855,0.361876577006301,0.362261511231449,0.8,"lockdown"
"363",113,0.593925943696896,0.0244594261577421,0.375890410693182,0.00572421651100397,4.92412824473759,7.04032351568741,7.08045070227005,97.8178085598902,119.641685284413,140.653154607126,5.758243310168,113.893073276461,0.00456987447418283,0.00472402642458354,0.0000719394886992417,0.186834901387755,0.0076943506554666,-0.00924352998479423,0.952857997077549,2.39453068061636,4.07047599252941,3.548544,0.411266185677336,-28.0138985787467,-28.3250428716573,3.47,1,0,0,0.289976240255829,0.355367223919716,0.354656817586244,0.276546127707819,0.361534448848163,0.361919019420203,0.8,"lockdown"
"364",114,0.589344462440404,0.0242449415009512,0.380614437117766,0.00579615599970321,4.94108847142386,7.04375876719103,7.08341910377973,98.1547234663823,119.70006318116,140.712121903706,5.77883022337349,114.306128840794,0.00450627510580719,0.00468260144675235,0.0000713086514733861,0.185864548513363,0.00764625001675124,-0.0102138828591867,0.947909197418148,2.403950598056,4.08648896246128,3.548544,0.415772460783143,-27.7565333473499,-28.0650995843836,3.5,1,0,0,0.290476486383878,0.355116829473276,0.354406923517273,0.277127336335925,0.361244037403618,0.361628299240992,0.8,"lockdown"
"365",115,0.584827872412956,0.0240076214301729,0.385297038564518,0.0058674646511766,4.95638701095266,7.04687869070649,7.08611975612314,98.4586289571609,119.753082464509,140.765770363044,5.79807302328926,114.692971614751,0.00443810446231668,0.00463676609974909,0.0000706106512652146,0.184862314462308,0.00758873622764488,-0.011216116910241,0.942797803757771,2.41246177075745,4.10095715216959,3.548544,0.42021056524546,-27.5159714134837,-27.8216524770124,3.88,1,0,0,0.290925495578319,0.354892089155375,0.354182632400179,0.277649450451742,0.3609831430046,0.361367127431554,0.8,"lockdown"
"366",116,0.580379974759146,0.0237481423329685,0.389933804664267,0.00593807530244181,4.97114563950785,7.04990752782835,7.08874575939319,98.7518091163415,119.804553846031,140.817935918525,5.81671719244462,115.068381596915,0.00436636112065252,0.00458665101921059,0.0000698474774499075,0.183861165199052,0.00752328011052506,-0.0122172661734973,0.937691942515164,2.42068534973226,4.11493645970597,3.548544,0.424576926366112,-27.2828932020503,-27.5854002309092,3.52,1,0,0,0.291356655337635,0.354676290763512,0.353967265407742,0.278151199348652,0.360732414494348,0.361116132259742,0.8,"lockdown"
"367",117,0.576003713044043,0.0234679055514109,0.394520455683478,0.00600792277989172,4.98632121538512,7.0530413109871,7.09146706594407,99.0532719341581,119.857808657062,140.871994673699,5.83538846014919,115.444747688108,0.00429201112106535,0.004532526856498,0.000069023251621797,0.182888545876533,0.00745136016291126,-0.0131898854960167,0.932731583970315,2.42915436715675,4.12933298942503,3.548544,0.428868937487178,-27.0494762208207,-27.3485462882177,3.65,1,0,0,0.291797940810278,0.35445543129738,0.353746847527931,0.278665133044379,0.360475588599501,0.360859033179597,0.8,"lockdown"
"368",118,0.571701205398154,0.0231688630891807,0.399052982539976,0.00607694603151352,5.00269927586692,7.05644532112802,7.09442800205111,99.3786221088826,119.915655645071,140.930813670053,5.85459167543271,115.832048985166,0.00421595403426275,0.00447477061624373,0.0000681437149681786,0.181966375218105,0.00737440116350044,-0.0141120561544446,0.928028513612333,2.4383093964899,4.14489567459467,3.548544,0.43308489152144,-26.8094091502659,-27.1048106240212,3.52,1,0,0,0.292271850410393,0.35421824921948,0.353510139730356,0.279217521426238,0.360199540484772,0.360582691400182,0.8,"lockdown"
"369",119,0.567473804465651,0.0228533496904718,0.40352775315622,0.0061450897464817,5.02089431905308,7.06025347929418,7.0977465950525,99.7400666453902,119.980370634348,140.996737520685,5.87471417869245,116.237925137096,0.00413899871312141,0.0044138332245323,0.0000672157343837407,0.181111249299576,0.00729372647785709,-0.0149671820729737,0.923667371427834,2.44849830842549,4.16221586253778,3.548544,0.437223890234562,-26.5578496932442,-26.8493854699528,3.41,1,0,0,0.292795478196194,0.35395618835158,0.353248602950983,0.279828424452628,0.359894248849295,0.360277074973229,0.8,"lockdown"
"370",120,0.563322176975042,0.0225239282221645,0.407941586380752,0.00621230548086544,5.04135570266452,7.06456909967836,7.10151512873611,100.146532034896,120.053709323211,141.071599443059,5.89603266397572,116.66781564407,0.00406184810850336,0.00435020966643766,0.0000662468477122486,0.180334800770068,0.00721052405626011,-0.0157436306024807,0.919707483927348,2.45997930124332,4.18173246594308,3.548544,0.441285738343065,-26.2913387868643,-26.578847650831,3.44,1,0,0,0.293380727604201,0.353663291058233,0.35295629146726,0.280511931248985,0.359552676547195,0.3599351392771,0.8,"lockdown"
"371",121,0.5592463954805,0.0221832532025565,0.41229179604719,0.00627855232857768,5.0643778498619,7.06946649209685,7.10580142672439,100.603866993545,120.136934516079,141.156746753447,5.91872245566661,117.125146668046,0.00398509188469433,0.0042844126283369,0.0000652448623604604,0.179644159867186,0.00712582489024425,-0.0164342715053632,0.916185215322648,2.47292631185034,4.20374116112394,3.548544,0.44527083022776,-26.0076846309165,-26.2910410213852,3.58,1,0,0,0.294034654524017,0.353336027083693,0.352629682126637,0.281276548898821,0.359170576774395,0.359552632997371,0.8,"lockdown"
"372",122,0.5552460359177,0.0218339552746591,0.416576208675527,0.00634379719093814,5.09011351350372,7.07499301152245,7.11065048080226,101.115105956902,120.230850952783,141.253073213668,5.94286825023558,117.611546479422,0.00390920532498199,0.00421695018539986,0.0000642175155137035,0.179042471957387,0.00704049209198032,-0.0170359594151627,0.91311660698267,2.48743601016343,4.22840627780855,3.548544,0.449180035552741,-25.7058284009671,-25.9849408818011,3.55,1,0,0,0.294759918704931,0.352973068298883,0.352267449513887,0.282125713524149,0.358746238217344,0.359127843013245,0.8,"lockdown"
"373",123,0.55132027576034,0.0214785477311062,0.420793158860926,0.00640801470645185,5.11858916117188,7.08117132825515,7.1160862176914,101.680774703487,120.335843887337,141.36105412805,5.9684756624763,118.127076422201,0.00383455311624698,0.00414830774806659,0.0000631721992091359,0.178529440828702,0.00695521874460114,-0.0175489905438468,0.910500148226381,2.50353581911025,4.25577443238382,3.548544,0.453014588668989,-25.3856999042359,-25.6605086271951,3.5,1,0,0,0.295555322200323,0.352575020443967,0.351870198279652,0.283058397967561,0.358280182568463,0.358661291581562,0.8,"lockdown"
"374",124,0.547467987607837,0.0211193559363334,0.424941466608993,0.00647118690566098,5.14972363422766,7.08800222242748,7.12211368066458,102.299261016925,120.451926577139,141.48078968121,5.99548430939768,118.670491937436,0.00376139797362672,0.00407893443084086,0.0000621157527539218,0.178101926259772,0.00687053500618759,-0.0179765051127777,0.908319823924834,2.52119363646252,4.28579105409374,3.548544,0.456775986642615,-25.0480540126321,-25.3185274808719,3.55,1,0,0,0.29641646324982,0.352144097951683,0.351440138653624,0.284069850573377,0.357774797423411,0.358155368833895,0.8,"lockdown"
"375",125,0.543687824425307,0.0207584689352684,0.429020401039834,0.00653330265841491,5.18334878792461,7.09546775999643,7.12872152875214,102.967224701795,120.578794255068,141.612054584782,6.02378164198791,119.239517990064,0.00368991255794236,0.00400923370612538,0.0000610543203978485,0.177754562219819,0.00678682212875137,-0.0183238691527299,0.906548267321078,2.54032860806217,4.31831869850632,3.548544,0.460465899200558,-24.6942977463427,-24.9604291632681,3.47,1,0,0,0.29733645766865,0.351683766448255,0.350980729700622,0.285152411596988,0.357233931926273,0.357613928015012,0.8,"lockdown"
"376",126,0.539978294230032,0.0203977111040207,0.433029634745959,0.00659435697881275,5.21923040452939,7.10353463542828,7.13588469641816,103.680013022777,120.715880934323,141.75435091189,6.05321652202141,119.831119041778,0.0036201929966305,0.0039395579289138,0.0000599932679530021,0.177480354446088,0.00670433059127427,-0.018598076926461,0.905149807675049,2.5608220824521,4.35315566935118,3.548544,0.464086092197188,-24.3263205447416,-24.5881239931745,3.35,1,0,0,0.298306666267576,0.351198384660815,0.350496322067354,0.286296338406902,0.356662490626237,0.357041878883987,0.8,"lockdown"
"377",127,0.536337823139407,0.020038630997778,0.436969192674873,0.00665435024676576,5.2570883418996,7.11215760202299,7.14356717422888,104.432060956156,120.86241770259,141.906963335126,6.08361200007248,120.441752832521,0.00355227288215398,0.00387020618290418,0.0000589371499934648,0.177271235871746,0.0066232003951559,-0.0188071955008034,0.904083302945902,2.58252825296285,4.39005410906171,3.548544,0.467638365079342,-23.9463345233332,-24.2038411784824,3.53,1,0,0,0.299317387223338,0.350692867873358,0.349991822323597,0.28749059389804,0.356066049840258,0.356444803703615,0.8,"lockdown"
"378",128,0.53276480658644,0.0196825042178473,0.440839398857777,0.00671328739675922,5.2966150858243,7.12128293349902,7.15172488536017,105.217259732072,121.017491547441,142.06901626837,6.11477689239546,121.067600046592,0.0034861368925047,0.0038014248342313,0.0000578897182877864,0.177118564483457,0.00654348194438981,-0.0189598668890924,0.903304678865629,2.60528409741599,4.42873689533213,3.548544,0.471124501971847,-23.556729746546,-23.809984283177,3.65,1,0,0,0.300358481071681,0.350172391542894,0.349472397410113,0.288723562404066,0.3554505168425,0.355828616018283,0.8,"lockdown"
"379",129,0.529257649151755,0.0193303471000136,0.444640823692008,0.00677117711504701,5.33749212498868,7.13085188603757,7.16030864900076,106.029282123193,121.18010418954,142.239532734795,6.14651591209412,121.704765070135,0.00342173345318925,0.00373341017519871,0.0000568539620588636,0.177013554670565,0.00646515635375943,-0.0190648767019846,0.902769128819879,2.62891834874339,4.46891289032286,3.548544,0.474546235425036,-23.1599475739338,-23.4090048870445,3.47,1,0,0,0.301419907838807,0.349642148671486,0.348943233019089,0.289983669986531,0.35482184681896,0.355199277359885,0.8,"lockdown"
"380",130,0.525814793874,0.0189829382405106,0.448374233867207,0.00682803107710587,5.37940381283456,7.14080416060045,7.16926724133028,106.861857810577,121.349230920501,142.417495173201,6.17863825809961,122.349445981329,0.00335898610377208,0.00366631258174567,0.0000558321712956194,0.176947639043772,0.00638815442795811,-0.0191307923287772,0.902432959123236,2.6532593507922,4.51029029478706,3.548544,0.477905221528808,-22.7583732859288,-23.0032956077877,3.42,1,0,0,0.302492167327949,0.349107170263949,0.348409355137866,0.291259898802172,0.354185827633967,0.354562581746853,0.8,"lockdown"
"381",131,0.522435020289516,0.0186405670719538,0.452040546448953,0.00688386324840149,5.42139939382465,7.15106028688797,7.1785256197779,107.696100035288,121.523521239801,142.601412862902,6.21061336508588,122.991102150467,0.00329748457666983,0.00360018795409304,0.0000548251972704524,0.176898297350146,0.00631176021630876,-0.0191801340224029,0.902181316485745,2.67781319190452,4.55202950555648,3.548544,0.481202706105478,-22.3586396917605,-22.5994898530477,19.65,0.999880268564689,0,0,0.303569711122483,0.348569789641698,0.347873169948915,0.292546377409768,0.353544950227237,0.353920976107785,0.8,"lockdown"
"382",132,0.51911701997087,0.0183035542392358,0.455640734403046,0.00693868844567194,5.46365783166897,7.16156613289244,7.18804035022968,108.53556391146,121.702055240194,142.790422985217,6.24252386996515,123.631371862396,0.00323732067373534,0.00353509822071515,0.0000538339830565759,0.176868417544597,0.00623620599824871,-0.0192100138279518,0.902028929477446,2.70265079282048,4.59425108119084,3.548544,0.484440026779213,-21.9597137143558,-22.1965566207368,3.46,0.999685904755862,0.0000290632426180927,0,0.304642429138854,0.348035292599677,0.347339902415705,0.293830772850606,0.352905635791015,0.35328091900935,0.8,"lockdown"
"383",133,0.515859212962137,0.0179724290441977,0.459175832623761,0.00699252242872852,5.5068196708843,7.17226559676656,7.19776453807149,109.392973856046,121.883879539416,142.983593978626,6.27468622066957,124.276533590295,0.00317879574918596,0.00347114560951662,0.0000528600854241111,0.176870680160633,0.00616213817512896,-0.0192077512119166,0.902040468819226,2.72807090069153,4.63746286363079,3.548544,0.487618822528399,-21.5576393116181,-21.7905447548901,3.53,0.999434943607957,0.000189829119037967,0,0.305700063572165,0.347508549169052,0.346814322946031,0.295100363850303,0.352273910238331,0.352648487270461,0.8,"lockdown"
"384",134,0.512659472860446,0.0176481634509474,0.462646978233278,0.00704538251415263,5.55137385920887,7.18416391882158,7.20833974583358,110.278042815965,122.086076966786,143.193670482921,6.30766829689978,124.937797290564,0.00312252007657169,0.00340851784297709,0.0000519063630910217,0.176931729199509,0.00609082683901111,-0.01914670217304,0.902351818917496,2.75470529269598,4.68273881440785,3.548544,0.490741342604971,-21.1453171924053,-21.3743996285551,6.11,0.999192493073488,0.000462475075745775,0.0000635714434987295,0.30677177951678,0.347047217362302,0.346354120647011,0.296362850639526,0.351691805448691,0.352065755001836,0.8,"lockdown"
"385",135,0.5095188532461,0.0173283588592253,0.466055496076255,0.00709728887724365,5.5913185706357,7.19391154216646,7.21747087151569,111.071544516394,122.251725900659,143.37506029641,6.33728287448827,125.532202619239,0.00306481684827916,0.00334675166202685,0.0000509657613506628,0.176867115528803,0.00601511961481598,-0.0192113158437461,0.902022289196895,2.7782912114171,4.72283264853295,3.548544,0.49380615945325,-20.7750935198369,-21.0003296765906,15.38,0.998203389947583,0.000679378783643298,0.000155314741320681,0.307847599699864,0.346446549916614,0.345754374461669,0.297682993352291,0.350994804597043,0.351368175686523,0.8,"lockdown"
"386",136,0.50643322504631,0.0170162696356384,0.469402247738282,0.00714825463859432,5.63876500362129,7.20473287839812,7.22742147207253,112.014067917078,122.435621271504,143.572728978448,6.37082350771654,126.204404906767,0.00301170515345918,0.0032864756060988,0.0000500478518695249,0.176989740874319,0.0059468948807294,-0.0190886904982306,0.902647678459024,2.80608171461333,4.77007387914079,3.548544,0.496817864606709,-20.3557886563138,-20.5773007007787,4.1,0.997679904913883,0.00148904942120942,0.000332789930005313,0.308780916817556,0.345965554993778,0.345274538759975,0.298817809386247,0.350415362348861,0.350787897034781,0.8,"lockdown"
"387",137,0.503401669619531,0.0167113016044488,0.47268872334438,0.00719830249046384,5.68370307612032,7.21694617096935,7.23839747641903,112.906762736198,122.643171237473,143.790767306972,6.40329904445447,126.855254124055,0.00295940152365418,0.00322757491772198,0.0000491508870719083,0.177089827812475,0.00587880752539196,-0.0189886035600741,0.903158121843622,2.83323946295787,4.81623948626475,3.548544,0.499777266130363,-19.9497989897781,-20.1677095956826,3.48,0.997149557849808,0.00193384325977388,0.000622782959677153,0.309733064424087,0.345570168504813,0.344880229801255,0.299948016835975,0.349905182296945,0.350277190203613,0.8,"lockdown"
"388",138,0.50042377950736,0.0164124659118262,0.475916298262102,0.00724745337753575,5.72694718339555,7.2279555842707,7.24855464338415,113.765806935811,122.830262748031,143.992539430752,6.43423442282282,127.475458929059,0.00290733793093342,0.00316985861238213,0.0000482719585641949,0.177142054493986,0.00580975175439411,-0.018936376878563,0.903424477919329,2.85915096837053,4.86028659811274,3.548544,0.502684604061297,-19.5630634586836,-19.7774035697706,3.6,0.996358713642923,0.00242814545989091,0.00091557984564853,0.310688974062472,0.345103420260081,0.344414474385705,0.301110396471852,0.349336357972602,0.349707869037257,0.8,"lockdown"
"389",139,0.497498024970308,0.0161200898779314,0.479086156874484,0.00729572533609994,5.77241704117338,7.23732672489646,7.25749872722324,114.6690656696,122.989513818668,144.170213657992,6.46539960831684,128.100189309797,0.00285683350954386,0.00311338990779655,0.0000474120290527394,0.177221934317804,0.00574240171046782,-0.0188564970547448,0.903831865020802,2.8855879361474,4.90522694634971,3.548544,0.505541437570841,-19.1734550168481,-19.3842495177459,4.14,0.995344944748259,0.00295092817149148,0.00170288226359708,0.311506458063766,0.344590832634258,0.343901978269585,0.302136787477945,0.348745825165435,0.349116784865491,0.8,"lockdown"
"390",140,0.494623753412857,0.0158335594985333,0.482199546782281,0.00734313736515268,5.81503919225408,7.24810632720641,7.26748434052267,115.515754709285,123.172699972569,144.368577868169,6.49539748954646,128.701561263869,0.00280687132998243,0.0030580502168736,0.0000465692926427451,0.177273551802577,0.00567476048332755,-0.0188048795699723,0.904095114193141,2.9112240896998,4.94880598604235,3.548544,0.508348308900823,-18.7984395122402,-19.0057953432616,3.55,0.994206739766312,0.00365963082776763,0.00213326430704958,0.312374853612332,0.344156707713706,0.343468721976094,0.303200965183729,0.348214303480304,0.348584700670648,0.8,"lockdown"
"391",141,0.491799953491755,0.0155527399101194,0.485257596999155,0.00738970665779543,5.85730922394558,7.25879130046013,7.27740890054035,116.355448897234,123.354278021425,144.565729254891,6.52493645253763,129.293719745698,0.00275788267933914,0.00300381349244462,0.0000457433526768217,0.177324554726511,0.00560773269651271,-0.0187538766460387,0.904355229105203,2.93670888244254,4.99212772665468,3.548544,0.511106191580162,-18.4291611279791,-18.6331393723822,3.44,0.992847285562003,0.00450226772910261,0.00264967244273431,0.313212106026452,0.343737675356527,0.343050531613639,0.30423057134318,0.347699841788139,0.348069690692612,0.8,"lockdown"
