labor_supply_S,labor_supply_I,labor_supply_R,lifetime_utility_S,lifetime_utility_I,lifetime_utility_R,SWF,simplex_check,S,I,R,gamma_c,gamma_l,risk_aversion,s,alpha_U,phi,rho_c,rho_l,rho_o,duration,policy
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.0192147195967696,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.28968534,366464.633929022,1071186.55754338,1,0.0569057478919438,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.111624639805511,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.181268579007941,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.263161187972456,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929023,1071186.55754339,1,0.354155379662454,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.450754298321418,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.549245701678582,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.645844620337546,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.736838812027544,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.818731420992059,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.888375360194489,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.943094252108056,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,0.98078528040323,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
7.99922444395302,7.81014799551955,7.99920534536345,366464.633929021,338257.289685341,366464.633929022,1071186.55754338,1,1,0.0000000000000000555111512312578,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
0,7.81014799551955,7.99920534536345,365923.83260243,338257.289685341,366464.633929022,1070645.75621679,1,0.0000000000000000555111512312578,0.0192147195967696,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
0,7.81014799551955,7.99920534536345,365919.68109378,338257.289685341,366464.633929022,1070641.60470814,1,0.0192147195967696,0.0192147195967696,0.0000000000000000555111512312578,0,0,0.1,1.44897635905337,0.34318721508522,0.8554632,0.000204606749063615,0.117414903681587,3.548544,5.1,0
